,Price,Area,Location,No. of Bedrooms
0,6200000,400,Airoli,1
2,14900000,1245,Airoli,2
3,14000000,1183,Airoli,2
5,6400000,495,Airoli,1
6,3800000,495,Airoli,1
7,15500000,1050,Airoli,2
8,7000000,600,Airoli,1
9,6694000,600,Airoli,1
10,7600000,650,Airoli,1
11,7731000,650,Airoli,1
12,9500000,650,Airoli,1
13,6600000,780,Airoli,1
14,7800000,640,Airoli,1
15,7800000,660,Airoli,1
16,5900000,660,Airoli,1
17,5900000,666,Airoli,1
18,7500000,666,Airoli,1
19,7000000,1050,Airoli,1
20,7000000,700,Airoli,1
21,7000000,680,Airoli,1
23,9000000,650,Airoli,1
24,2400000,675,Airoli,1
26,8700000,600,Airoli,1
27,3874000,730,Ambernath East,1
28,2300000,690,Ambernath East,1
29,5800000,466,Ambernath East,1
30,2565000,595,Ambernath East,1
35,14500000,1010,Ambernath East,2
36,3300000,690,Ambernath East,1
37,13899999,900,Ambernath East,2
38,3800000,625,Ambernath East,1
39,4600000,725,Ambernath East,1
40,8600000,827,Ambernath East,1
41,2400000,690,Ambernath West,1
42,2374000,634,Ambernath West,1
43,2374000,634,Ambernath West,1
44,11000000,728,Ambernath West,1
46,3100000,550,Ambernath West,1
47,2576000,630,Ambernath West,1
48,2520000,644,Ambernath West,1
49,2520000,709,Ambernath West,1
50,2576000,630,Ambernath West,1
51,3064000,644,Ambernath West,1
52,3188000,630,Ambernath West,1
53,19000000,630,Ambernath West,1
54,19000000,644,Ambernath West,1
55,4800000,766,Ambernath West,1
56,8500000,797,Ambernath West,1
57,18000000,1100,Andheri,2
58,14000000,1000,Andheri,2
59,30000000,1480,Andheri,3
60,17500000,650,Andheri,1
61,65300000,3025,Andheri,4
62,21800000,1120,Andheri,2
63,22200000,1450,Andheri,3
64,10500000,900,Andheri,3
70,17500000,922,Andheri East,2
71,16500000,1050,Andheri East,1
72,14800000,1020,Andheri East,1
74,18000000,915,Andheri East,2
76,14700000,650,Andheri East,2
77,15000000,620,Andheri East,1
78,32500000,950,Andheri East,2
81,26500000,1356,Andheri East,2
84,15000000,750,Andheri East,2
85,22000000,1150,Andheri East,2
86,22000000,1000,Andheri East,2
87,35000000,1300,Andheri East,3
88,12500000,550,Andheri East,1
89,8100000,600,Andheri East,1
91,18000000,900,Andheri East,2
92,3700000,300,Andheri East,1
93,3400000,300,Andheri East,1
94,7500000,300,Andheri East,1
95,25200000,859,Andheri East,3
96,18900000,969,Andheri East,3
98,19000000,670,Andheri East,2
99,22000000,890,Andheri East,3
101,3500000,300,Andheri East,1
106,29000000,780,Andheri East,2
107,28000000,900,Andheri East,2
108,25500000,1113,Andheri East,3
109,21400000,742,Andheri East,2
110,33100000,1124,Andheri East,3
111,21800000,878,Andheri East,3
112,25400000,678,Andheri East,2
113,25600000,716,Andheri East,2
114,18500000,902,Andheri East,2
115,21000000,850,Andheri East,2
117,22000000,560,Andheri East,1
119,13500000,550,Andheri East,1
120,18100000,550,Andheri East,1
121,9500000,650,Andheri East,1
125,8000000,2500,Andheri East,6
127,32500000,1113,Andheri East,3
128,21400000,742,Andheri East,2
129,11500000,426,Andheri East,1
130,47900000,1124,Andheri East,3
132,17000000,678,Andheri East,2
133,15100000,716,Andheri East,2
134,17900000,850,Andheri East,2
135,20000000,700,Andheri East,2
136,12000000,802,Andheri East,1
138,17900000,650,Andheri East,1
141,12100000,864,Andheri East,1
143,13000000,650,Andheri East,1
145,3500000,300,Andheri East,1
146,4700000,300,Andheri East,1
147,4600000,300,Andheri East,1
148,4800000,720,Andheri East,1
150,27000000,1200,Andheri East,2
151,28500000,997,Andheri West,2
152,55000000,1950,Andheri West,3
153,21000000,1000,Andheri West,2
154,31200000,1361,Andheri West,2
159,12000000,723,Andheri West,1
161,85000000,2590,Andheri West,3
164,8000000,400,Andheri West,2
166,35500000,1400,Andheri West,2
167,13500000,650,Andheri West,1
171,31000000,1550,Andheri West,3
172,35000000,1600,Andheri West,3
174,43000000,1850,Andheri West,3
175,37000000,1600,Andheri West,3
177,22000000,1166,Andheri West,3
178,22000000,788,Andheri West,3
180,19600000,790,Andheri West,2
181,26500000,1193,Andheri West,3
182,17000000,800,Andheri West,2
185,22200000,923,Andheri West,2
187,14600000,420,Andheri West,1
189,62100000,1648,Andheri West,4
190,54500000,1705,Andheri West,4
191,27000000,1210,Andheri West,3
193,42500000,2500,Andheri West,4
197,58000000,1680,Andheri West,4
198,47800000,2400,Andheri West,4
204,42500000,2525,Andheri West,4
205,36000000,1250,Andheri West,2
207,31700000,1003,Andheri West,2
208,39000000,1166,Andheri West,2
211,51900000,2780,Andheri West,4
212,47600000,2260,Andheri West,3
220,25000000,944,Andheri West,3
221,24800000,713,Andheri West,2
222,21400000,708,Andheri West,2
223,30000000,1100,Andheri West,2
224,19900000,926,Andheri West,2
225,22200000,934,Andheri West,2
226,22200000,960,Andheri West,2
227,26700000,810,Andheri West,2
230,42600000,1357,Andheri West,3
231,44300000,1648,Andheri West,4
235,32000000,1250,Andheri West,2
240,37800000,2050,Andheri West,4
245,37000000,1850,Andheri West,3
246,8800000,600,Andheri West,1
248,43000000,1250,Andheri West,2
250,27300000,1166,Andheri West,2
251,42000000,1509,Andheri West,3
257,8600000,650,Andheri West,1
259,13000000,650,Andheri West,1
260,8500000,650,Andheri West,1
264,22500000,660,Andheri West,2
266,65000000,2590,Andheri West,5
273,18500000,950,Andheri West,2
277,2865000,675,Badlapur East,1
278,2865000,675,Badlapur East,1
279,3979999,430,Badlapur East,1
280,7500000,500,Badlapur East,1
281,2560000,500,Badlapur East,1
282,2400000,441,Badlapur East,1
285,2650000,660,Badlapur East,1
287,3615000,710,Badlapur East,1
291,2150000,655,Badlapur East,1
292,2150000,655,Badlapur East,1
293,2250000,655,Badlapur East,1
294,2400000,655,Badlapur East,1
296,2000000,700,Badlapur East,1
297,3200000,655,Badlapur East,1
300,3565999,510,Badlapur East,1
305,2725000,615,Badlapur East,1
306,3811999,535,Badlapur East,1
309,2575000,580,Badlapur East,1
310,6800000,505,Badlapur East,1
312,8500000,672,Badlapur East,1
313,13000000,930,Badlapur East,2
314,3800000,450,Badlapur East,1
315,72000000,1141,Bandra East,3
316,60000000,1305,Bandra East,2
317,7598999,425,Bandra East,1
318,2600000,425,Bandra East,1
319,6500000,1500,Bandra East,2
320,2400000,1100,Bandra East,2
321,4425000,1980,Bandra East,3
322,4489000,1700,Bandra East,3
323,6998999,3000,Bandra East,4
324,7100000,838,Bandra East,2
325,16399999,2000,Bandra East,3
326,30000000,850,Bandra West,2
327,25000000,850,Bandra West,2
329,72500000,1900,Bandra West,3
330,75000000,1750,Bandra West,3
331,26000000,1000,Bandra West,2
333,7500000,750,Bandra West,2
334,8500000,750,Bandra West,2
335,8700000,550,Bandra West,1
336,70000000,1824,Bandra West,3
337,70000000,1824,Bandra West,3
339,30200000,1409,Bandra West,3
340,9500000,1200,Bandra West,2
341,52400000,2255,Bandra West,3
342,19400000,1182,Bandra West,2
343,16000000,550,Bandra West,1
347,13500000,1050,Belapur,2
348,18000000,1335,Belapur,2
349,19000000,1267,Belapur,3
350,5700000,5000,Belapur,5
351,3700000,1020,Belapur,2
353,16200000,1300,Belapur,2
354,2210000,1000,Belapur,2
355,3700000,1020,Belapur,2
356,6000000,1000,Belapur,2
358,26000000,1900,Belapur,3
359,11399999,1800,Belapur,3
360,2250000,1090,Belapur,2
361,5000000,1335,Belapur,2
363,4800000,1350,Belapur,2
368,2150000,1001,Belapur,2
370,9800000,1225,Belapur,2
371,14800000,1850,Belapur,3
373,24000000,1850,Belapur,3
374,5500000,425,Bhandup West,1
375,6800000,543,Bhandup West,1
376,13500000,640,Bhandup West,2
377,5500000,510,Bhandup West,1
378,14000000,800,Bhandup West,2
379,9000000,550,Bhandup West,2
381,7800000,565,Bhandup West,1
382,8500000,650,Bhandup West,1
383,2900000,555,Bhandup West,1
384,36000000,1815,Bhandup West,4
392,45700000,3975,Bhandup West,4
394,26200000,1585,Bhandup West,2
396,30900000,1475,Bhandup West,2
397,2300000,575,Bhandup West,1
400,27900000,3050,Bhandup West,4
403,17500000,1475,Bhandup West,2
405,14500000,650,Bhandup West,1
406,2600000,360,Bhayandar East,1
408,3500000,645,Bhayandar East,1
409,3000000,600,Bhayandar East,1
410,8100000,600,Bhayandar East,1
411,10500000,600,Bhayandar East,1
414,12900000,945,Bhayandar East,2
415,7800000,715,Bhayandar East,1
416,2500000,675,Bhayandar East,1
417,8500000,650,Bhayandar East,1
418,2600000,365,Bhayandar East,1
419,13000000,730,Bhayandar East,2
421,7500000,645,Bhayandar East,1
422,4000000,568,Bhiwandi,2
423,6952000,802,Bhiwandi,2
424,6137000,829,Bhiwandi,2
426,8100000,1108,Bhiwandi,3
427,8100000,1032,Bhiwandi,2
428,7500000,985,Bhiwandi,2
429,6800000,880,Bhiwandi,2
430,6200000,829,Bhiwandi,2
431,5600000,802,Bhiwandi,2
433,4500000,600,Bhiwandi,1
434,5690000,657,Bhiwandi,1
436,5800000,1017,Bhiwandi,2
437,5800000,927,Bhiwandi,2
438,8000000,1021,Bhiwandi,2
439,7500000,1021,Bhiwandi,2
440,5800000,1017,Bhiwandi,2
441,8000000,1080,Bhiwandi,2
442,8200000,1080,Bhiwandi,2
443,8500000,780,Boisar,2
452,14500000,780,Boisar,2
453,15500000,750,Boisar,2
454,15500000,750,Boisar,2
456,14200000,630,Boisar,2
457,8500000,570,Boisar,1
473,16700000,780,Boisar,2
474,2178000,605,Boisar,1
475,3877000,605,Boisar,1
478,8399000,715,Boisar,2
479,5690000,610,Boisar,1
483,8500000,780,Boisar,2
485,8016000,1120,Boisar,3
494,2600000,620,Boisar,1
496,2600000,610,Boisar,1
497,2400000,585,Boisar,1
500,8399000,1050,Boisar,3
502,2500000,465,Boisar,1
503,16000000,990,Boisar,3
504,15000000,930,Boisar,2
505,7020000,605,Boisar,1
506,9370000,1095,Boisar,3
508,3459000,973,Boisar,1
510,3574000,605,Boisar,1
514,9100000,820,Boisar,2
516,8600000,700,Borivali East,1
517,15300000,950,Borivali East,2
520,11299999,600,Borivali East,1
521,15500000,907,Borivali East,2
522,11000000,600,Borivali East,1
523,22500000,1189,Borivali East,3
524,21500000,1080,Borivali East,2
525,23000000,1500,Borivali East,3
526,10000000,600,Borivali East,1
527,11000000,600,Borivali East,1
530,10500000,585,Borivali East,1
531,10500000,585,Borivali East,1
532,13799999,845,Borivali East,2
533,15000000,900,Borivali East,2
536,12500000,700,Borivali East,2
537,7400000,600,Borivali East,1
538,9000000,600,Borivali East,1
539,8500000,560,Borivali East,1
541,20000000,1013,Borivali East,2
542,7500000,600,Borivali East,1
544,4170000,372,Borivali East,1
545,25000000,2500,Borivali East,4
547,9000000,595,Borivali East,1
548,33500000,1785,Borivali West,3
549,38600000,2030,Borivali West,3
552,11000000,670,Borivali West,1
554,12000000,540,Borivali West,1
555,15000000,495,Borivali West,1
558,15500000,800,Borivali West,2
559,16000000,600,Borivali West,1
560,14000000,500,Borivali West,1
565,19900000,1050,Borivali West,2
566,8600000,550,Borivali West,1
567,16800000,550,Borivali West,1
568,13500000,650,Borivali West,1
569,13300000,600,Borivali West,1
571,7300000,650,Borivali West,1
573,8900000,580,Borivali West,1
576,3000000,360,Borivali West,1
577,20000000,742,Borivali West,2
578,28500000,1100,Borivali West,3
580,14500000,650,Borivali West,1
583,12000000,650,Borivali West,1
584,16000000,710,Borivali West,2
585,14500000,650,Borivali West,1
587,6500000,650,Borivali West,1
588,5325000,400,Borivali West,1
589,9500000,325,Borivali West,1
590,15000000,635,Borivali West,1
591,18500000,900,Borivali West,2
594,40000000,1250,Borivali West,3
596,9000000,515,Borivali West,1
597,40000000,1250,Borivali West,3
599,9000000,515,Borivali West,1
600,14500000,680,Borivali West,2
602,22000000,1056,Borivali West,3
603,2500000,300,Borivali West,1
604,10800000,580,Borivali West,1
605,9000000,650,Borivali West,1
606,8200000,650,Borivali West,1
607,8700000,610,Borivali West,1
608,31500000,900,Borivali West,2
610,21500000,650,Borivali West,1
612,12000000,650,Borivali West,1
616,22500000,650,Borivali West,1
617,25600000,750,Borivali West,2
619,14500000,750,Borivali West,1
620,19000000,575,Borivali West,1
621,18000000,750,Borivali West,2
627,6000000,600,Borivali West,1
628,17500000,600,Borivali West,1
629,17200000,650,Borivali West,2
630,21000000,600,Borivali West,2
631,2300000,592,Borivali West,1
632,6900000,446,Borivali West,1
633,2200000,446,Borivali West,1
634,11100000,625,Borivali West,1
636,6200000,500,Borivali West,1
637,14200000,425,Borivali West,1
640,5100000,585,Borivali West,1
641,10000000,400,Borivali West,1
642,9800000,575,Borivali West,1
643,8750000,610,Borivali West,1
644,7800000,540,Borivali West,1
645,7400000,600,Borivali West,1
646,10000000,600,Borivali West,1
647,13500000,590,Borivali West,1
649,14000000,650,Borivali West,1
650,18500000,540,Borivali West,1
652,25000000,1050,Borivali West,2
654,14000000,650,Borivali West,1
658,10000000,590,Borivali West,1
662,5300000,600,Borivali West,1
663,13500000,600,Borivali West,1
666,9100000,650,Borivali West,1
667,9000000,980,Borivali West,1
668,7500000,580,Borivali West,1
669,11500000,1122,Borivali West,1
672,18900000,580,Borivali West,1
673,7600000,635,Borivali West,1
674,27500000,935,Borivali West,2
675,27500000,756,Borivali West,2
676,9400000,580,Borivali West,1
677,16299999,580,Borivali West,1
678,15000000,756,Borivali West,2
679,19500000,935,Borivali West,2
682,18400000,775,Borivali West,2
686,12500000,580,Borivali West,1
687,16500000,500,Borivali West,1
688,3500000,550,Borivali West,1
689,17700000,600,Borivali West,1
690,2850000,580,Borivali West,1
691,4400000,580,Borivali West,1
693,32000000,2250,Borivali West,4
694,18000000,525,Borivali West,1
695,10000000,600,Borivali West,1
697,5742000,600,Borivali West,1
698,13000000,600,Borivali West,1
699,19500000,1050,Borivali West,2
700,6100000,580,Borivali West,1
702,3200000,580,Borivali West,1
705,5401000,525,Borivali West,1
706,6798999,575,Borivali West,1
707,20299999,560,Borivali West,1
708,9500000,500,Borivali West,2
709,3000000,450,Borivali West,1
711,11500000,380,Borivali West,1
712,10000000,435,Borivali West,1
714,9600000,585,Borivali West,1
716,33700000,1600,Chembur,3
717,10700000,715,Chembur,1
724,10000000,440,Chembur,1
726,7500000,757,Chembur,1
728,12500000,878,Chembur,1
729,13000000,650,Chembur,1
731,32100000,1100,Chembur,2
735,32100000,1550,Chembur,3
736,17500000,632,Chembur,1
737,20500000,1050,Chembur,2
740,9200000,585,Chembur,1
741,11200000,620,Chembur,1
742,6000000,725,Chembur,1
743,6000000,725,Chembur,1
744,63000000,1950,Chembur,3
747,11500000,666,Chembur,1
748,18500000,600,Chembur,1
751,14100000,695,Chembur,1
752,20200000,775,Chembur,1
754,15500000,700,Chembur,1
755,10000000,617,Chembur,1
757,12000000,600,Chembur,1
758,10500000,575,Chembur,1
759,11500000,510,Chembur,1
760,11000000,650,Chembur,1
761,20000000,650,Chembur,1
762,30000000,1000,Chembur,2
763,36500000,1200,Chembur,2
766,30000000,1010,Chembur,2
767,8000000,650,Chembur,1
768,30000000,950,Chembur,1
772,31000000,957,Chembur,3
775,55000000,2800,Chembur,5
780,16500000,650,Chembur,1
781,9500000,550,Chembur,1
782,6900000,550,Chembur,1
783,26800000,1278,Chembur,2
785,20000000,1000,Chembur,2
787,30900000,1050,Chembur,2
788,30900000,1050,Chembur,2
789,36100000,1100,Chembur,2
790,36100000,1100,Chembur,2
793,9200000,495,Chembur,1
794,9700000,473,Chembur,1
795,14600000,506,Chembur,2
797,8500000,550,Chembur,1
799,17600000,649,Chembur,2
801,12600000,623,Chembur,2
802,12900000,561,Chembur,1
803,16800000,576,Chembur,2
804,16399999,751,Chembur,2
805,19400000,731,Chembur,2
809,13500000,557,Chembur,2
810,12900000,649,Chembur,2
811,16800000,783,Chembur,3
812,16399999,623,Chembur,2
813,12300000,576,Chembur,2
815,15700000,731,Chembur,2
818,4500000,447,Chembur,1
820,26000000,800,Chembur,2
821,22000000,881,Chembur,2
822,22000000,750,Chembur,1
825,17300000,700,Chembur,2
827,22000000,700,Chembur,1
830,23000000,776,Chembur,2
831,4600000,600,Chembur,1
832,18500000,1020,Chembur,1
833,13500000,825,Chembur,1
834,7500000,600,Chembur,1
835,12500000,649,Chembur,2
836,11500000,557,Chembur,2
837,16399999,649,Chembur,2
838,19400000,783,Chembur,3
839,12300000,623,Chembur,2
840,10000000,561,Chembur,1
841,15700000,576,Chembur,2
843,4584000,447,Chembur,1
844,11500000,557,Chembur,2
849,33000000,1400,Chembur East,3
850,9500000,1005,Chembur East,2
851,7500000,757,Chembur East,1
853,11000000,1050,Chembur East,2
854,12200000,1120,Chembur East,2
855,19000000,1485,Chembur East,3
856,12000000,1150,Chembur East,2
857,10700000,675,Chembur East,1
858,37000000,1350,Chembur East,3
859,22200000,1850,Chembur East,3
860,19500000,1270,Chembur East,2
861,16500000,1073,Chembur East,2
862,14000000,1250,Chembur East,2
864,6500000,650,Dahisar,1
865,6500000,566,Dahisar,1
869,36500000,1361,Dahisar,2
870,28000000,1250,Dahisar,2
871,37000000,1850,Dahisar,3
872,43000000,1361,Dahisar,2
873,37000000,1850,Dahisar,3
874,36500000,1361,Dahisar,2
875,28000000,1250,Dahisar,2
876,37000000,1850,Dahisar,3
877,43000000,1361,Dahisar,2
879,26000000,873,Dahisar,2
880,26000000,1230,Dahisar,3
882,2425000,450,Dahisar,1
884,16000000,950,Dahisar,2
886,3800000,640,Dahisar,1
887,6700000,600,Dahisar,1
890,9000000,354,Dahisar,1
891,6000000,510,Dahisar,1
892,16500000,850,Dahisar,2
895,10000000,595,Dahisar,1
896,14500000,780,Dahisar,2
900,10000000,595,Dahisar,1
902,13899999,560,Dahisar,2
903,14500000,720,Dahisar,2
904,16700000,721,Dahisar,2
905,18000000,620,Dahisar,1
908,18500000,950,Dahisar,2
911,20000000,850,Dahisar,2
912,11000000,685,Dahisar,1
914,20000000,650,Dahisar,1
919,15500000,855,Dahisar,2
920,34500000,1196,Dahisar,3
921,23500000,855,Dahisar,2
922,7000000,492,Dahisar,1
925,16299999,600,Dahisar,1
926,6500000,566,Dahisar East,1
928,5800000,600,Dahisar East,1
929,14500000,580,Dahisar East,1
930,22000000,1020,Dahisar East,2
931,8600000,580,Dahisar East,1
932,11500000,590,Dahisar East,1
934,14500000,580,Dahisar East,1
936,14000000,485,Dahisar East,1
937,29500000,1300,Dahisar East,3
938,25800000,1026,Dahisar East,2
941,15200000,560,Dahisar West,1
942,11500000,550,Dahisar West,1
943,15500000,1200,Dahisar West,3
944,9000000,410,Dahisar West,1
945,10000000,585,Dahisar West,1
946,8000000,610,Dahisar West,1
947,15000000,610,Dahisar West,1
948,9000000,410,Dahisar West,1
949,10000000,585,Dahisar West,1
950,8000000,610,Dahisar West,1
951,15000000,610,Dahisar West,1
952,11700000,490,Dahisar West,1
954,11500000,550,Dahisar West,1
955,18000000,625,Dahisar West,1
956,14000000,550,Dahisar West,1
957,21800000,800,Dahisar West,2
958,38000000,1500,Dahisar West,3
959,7500000,400,Dahisar West,1
960,18000000,650,Dahisar West,1
961,12700000,550,Dahisar West,1
962,9600000,500,Dahisar West,1
963,6000000,560,Dahisar West,1
964,6000000,560,Dahisar West,1
965,18500000,1050,Dattapada,2
966,21000000,1250,Dattapada,2
967,15000000,1050,Dattapada,2
968,18500000,1050,Dattapada,2
969,21000000,1250,Dattapada,2
970,15000000,1050,Dattapada,2
971,16500000,1050,Dattapada,2
972,19000000,1050,Dattapada,2
973,15000000,950,Dattapada,2
974,24000000,1300,Dattapada,3
975,11200000,600,Dattapada,1
977,15500000,1050,Dattapada,2
978,16500000,1050,Dattapada,2
979,18000000,1050,Dattapada,2
980,15000000,1050,Dattapada,2
981,17500000,950,Dattapada,2
983,19500000,1200,Dattapada,3
984,2018000,375,Dombivali,1
988,16000000,791,Dombivali,2
989,10500000,450,Dombivali,1
990,14900000,700,Dombivali,1
991,9800000,600,Dombivali,1
992,9800000,600,Dombivali,1
993,30000000,1000,Dombivali,2
995,4498000,408,Dombivali,1
996,8294000,454,Dombivali,1
999,17500000,630,Dombivali,2
1000,4000000,350,Dombivali,1
1001,4200000,650,Dombivali,1
1002,6450000,600,Dombivali,1
1003,6700000,510,Dombivali,1
1004,6700000,510,Dombivali,1
1005,14000000,670,Dombivali,1
1007,27500000,1098,Dombivali,1
1011,4498000,408,Dombivali,1
1012,8294000,454,Dombivali,1
1015,5555000,666,Dombivali,1
1019,18000000,1120,Dombivali,3
1020,6862000,774,Dombivali,1
1024,18500000,1197,Dombivali,3
1026,26000000,729,Dombivali,1
1027,19500000,665,Dombivali,1
1028,8500000,665,Dombivali,1
1029,6800000,665,Dombivali,1
1030,32000000,1150,Dombivali,2
1031,13000000,700,Dombivali,1
1032,22000000,774,Dombivali,1
1033,2200000,637,Dombivali,1
1034,3800000,555,Dombivali East,1
1035,3600000,600,Dombivali East,1
1036,3700000,550,Dombivali East,1
1037,3000000,600,Dombivali East,1
1038,7600000,950,Dombivali East,3
1039,3800000,555,Dombivali East,1
1040,3600000,600,Dombivali East,1
1041,3700000,550,Dombivali East,1
1042,3000000,600,Dombivali East,1
1043,7600000,950,Dombivali East,3
1044,3467000,530,Dombivali East,1
1045,13000000,675,Dombivali East,1
1046,2100000,445,Dombivali East,1
1049,7100000,686,Dombivali East,2
1050,8020000,700,Dombivali East,2
1056,2500000,600,Dombivali East,1
1057,8500000,560,Dombivali East,1
1058,8359999,530,Dombivali East,1
1059,3599000,690,Dombivali East,1
1061,10700000,955,Dombivali East,2
1062,9000000,518,Dombivali East,1
1063,11000000,500,Dombivali East,1
1064,2300000,480,Dombivli (West),1
1065,13500000,590,Dombivli (West),2
1066,7150000,540,Dombivli (West),1
1067,11500000,645,Dombivli (West),1
1069,14000000,725,Dombivli (West),1
1071,5850000,375,Dombivli (West),1
1073,9500000,700,Dombivli (West),1
1078,8800000,785,Dombivli (West),1
1079,12000000,525,Dombivli (West),1
1080,23700000,640,Dombivli (West),1
1081,5999000,600,Dombivli (West),1
1082,4801000,450,Dombivli (West),1
1083,19200000,380,Dombivli (West),1
1085,3500000,690,Dronagiri,1
1087,3400000,704,Dronagiri,1
1088,3500000,688,Dronagiri,1
1089,2400000,625,Dronagiri,1
1090,3500000,690,Dronagiri,1
1092,3400000,704,Dronagiri,1
1093,3500000,688,Dronagiri,1
1094,2400000,625,Dronagiri,1
1097,3000000,650,Dronagiri,1
1098,3650000,665,Dronagiri,1
1099,4200000,690,Dronagiri,1
1100,3001000,675,Dronagiri,1
1101,3000000,650,Dronagiri,1
1102,3650000,665,Dronagiri,1
1103,4200000,690,Dronagiri,1
1104,3001000,675,Dronagiri,1
1106,4400000,645,Dronagiri,1
1107,3400000,880,Dronagiri,1
1108,4600000,600,Dronagiri,1
1109,11500000,1000,Dronagiri,2
1110,6000000,660,Dronagiri,1
1111,17000000,1050,Dronagiri,2
1112,7450000,660,Dronagiri,1
1113,3000000,735,Dronagiri,1
1114,3000000,665,Dronagiri,1
1115,13000000,1175,Dronagiri,2
1116,7481000,640,Dronagiri,1
1117,4250000,555,Dronagiri,1
1118,6000000,400,Ghansoli,1
1119,6000000,660,Ghansoli,1
1120,19200000,1365,Ghansoli,3
1121,29000000,1140,Ghansoli,2
1123,16000000,1400,Ghansoli,2
1125,12000000,1145,Ghansoli,2
1126,12500000,925,Ghansoli,2
1127,13000000,1145,Ghansoli,2
1128,8900000,1050,Ghansoli,2
1130,16500000,695,Ghansoli,1
1131,11000000,1100,Ghansoli,2
1132,9800000,905,Ghansoli,2
1133,15500000,1200,Ghansoli,2
1134,9000000,1205,Ghansoli,2
1137,14000000,1200,Ghansoli,2
1138,19000000,900,Ghansoli,2
1139,18500000,1200,Ghansoli,2
1140,3400000,670,Ghansoli,1
1141,9300000,1240,Ghansoli,2
1142,10600000,660,Ghansoli,1
1144,18000000,1462,Ghatkopar,3
1145,8500000,676,Ghatkopar,1
1146,29000000,1350,Ghatkopar,3
1147,12000000,957,Ghatkopar,2
1148,22000000,1527,Ghatkopar,3
1149,17500000,1188,Ghatkopar,2
1150,15000000,1805,Ghatkopar,3
1152,28600000,1766,Ghatkopar,3
1154,23500000,1558,Ghatkopar,3
1155,17500000,1188,Ghatkopar West,2
1156,13000000,850,Ghatkopar West,2
1157,10800000,1507,Ghatkopar West,4
1158,16000000,1050,Ghatkopar West,2
1159,16800000,1053,Ghatkopar West,2
1160,16500000,1054,Ghatkopar West,2
1161,16399999,1054,Ghatkopar West,2
1162,16500000,1050,Ghatkopar West,2
1163,11900000,700,Ghatkopar West,2
1164,10200000,644,Ghatkopar West,1
1165,7300000,644,Ghatkopar West,1
1166,7500000,450,Ghatkopar West,1
1167,7600000,500,Ghatkopar West,1
1168,7700000,500,Ghatkopar West,1
1169,9500000,500,Ghatkopar West,1
1170,8000000,750,Ghatkopar West,1
1171,7600000,750,Ghatkopar West,1
1172,8900000,500,Ghatkopar West,1
1173,22400000,996,Ghatkopar West,2
1175,8200000,605,Ghatkopar West,1
1180,27000000,1238,Ghatkopar West,2
1186,41200000,1872,Goregaon,4
1191,12600000,1012,Goregaon,2
1193,11500000,340,Goregaon,1
1194,15500000,1342,Goregaon,2
1196,25600000,1202,Goregaon,2
1197,9000000,1215,Goregaon,2
1198,18000000,3507,Goregaon,6
1199,21000000,987,Goregaon,2
1200,43500000,1040,Goregaon,2
1201,27900000,1404,Goregaon East,2
1202,31500000,1620,Goregaon East,3
1203,36700000,1675,Goregaon East,4
1204,16000000,900,Goregaon East,2
1205,29000000,1404,Goregaon East,2
1206,29400000,1618,Goregaon East,3
1207,25000000,1400,Goregaon East,3
1209,4600000,545,Goregaon East,1
1210,3000000,340,Goregaon East,1
1211,17000000,974,Goregaon East,2
1213,7200000,526,Goregaon East,1
1215,7200000,526,Goregaon East,1
1218,32500000,2015,Goregaon East,4
1221,60000000,2100,Goregaon East,3
1223,60000000,2100,Goregaon East,3
1228,13500000,600,Goregaon East,1
1229,37000000,1456,Goregaon East,3
1230,18000000,1050,Goregaon East,2
1235,19700000,709,Goregaon East,2
1236,28500000,1418,Goregaon East,4
1237,22300000,1035,Goregaon East,2
1238,28500000,1690,Goregaon East,2
1239,31000000,1200,Goregaon East,2
1244,19200000,1100,Goregaon East,2
1246,13500000,659,Goregaon East,1
1247,43000000,1491,Goregaon East,3
1250,48000000,2085,Goregaon East,4
1252,4200000,400,Goregaon East,1
1253,6200000,400,Goregaon East,1
1254,9800000,544,Goregaon East,1
1256,23800000,1638,Goregaon West,3
1257,21200000,1465,Goregaon West,3
1258,36500000,2030,Goregaon West,3
1259,14500000,775,Goregaon West,2
1261,9000000,640,Goregaon West,1
1262,27900000,1656,Goregaon West,3
1263,81600000,3888,Goregaon West,4
1264,60100000,3585,Goregaon West,4
1266,21500000,1500,Goregaon West,3
1267,21500000,1500,Goregaon West,3
1268,21500000,1500,Goregaon West,3
1269,25500000,1650,Goregaon West,3
1270,10000000,546,Goregaon West,1
1271,25700000,1505,Goregaon West,3
1275,18500000,1487,Goregaon West,3
1276,17000000,1065,Goregaon West,2
1278,25000000,1100,Goregaon West,2
1280,19500000,1485,Goregaon West,3
1281,19500000,1485,Goregaon West,3
1284,11700000,700,Goregaon West,1
1285,23900000,1112,Goregaon West,3
1289,28000000,1710,Goregaon West,4
1291,9500000,600,Goregaon West,1
1293,20000000,1600,Goregaon West,3
1297,20700000,1088,Goregaon West,3
1298,20700000,1088,Goregaon West,3
1301,29500000,1399,Goregaon West,3
1303,18000000,1500,Goregaon West,3
1304,18500000,1100,Goregaon West,2
1305,19100000,1100,Goregaon West,2
1308,20000000,1100,Goregaon West,2
1309,13500000,1100,Goregaon West,1
1310,19500000,1100,Goregaon West,1
1317,12500000,830,Goregaon West,1
1322,16500000,750,Jogeshwari West,2
